movieId,title,joined_features
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",leopoldkozlowski yalestrom portrait klezmer music documentary 
792,"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",nan nan nan fantasy 
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),samifrey marcbarbé juliejézéquel gérardmordillat cough pianist scream sex scene drama 
794,Midnight Dancers (Sibak) (1994),alexdelrosario gandongcervantes lawrencedavid melchionglo money dancing university dance comedy drama 
795,Somebody to Love (1994),rosieperez harveykeitel anthonyquinn sergeibodrov actor male underwear illegal immigrant los angeles california drama 
796,"Very Natural Thing, A (1974)",nan nan nan drama 
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",jeannemoreau michelserrault lucthuillier laurentheynemann cuckold comedy 
798,Daylight (1996),sylvesterstallone amybrenneman viggomortensen lesliebohem collapsing tunnel electronic music score blowout pistol action adventure drama thriller 
799,"Frighteners, The (1996)",michaelj.fox trinialvarado peterdobson franwalsh ghost black comedy serial killer grim reaper comedy horror thriller 
800,Lone Star (1996),stephenmendillo stephenj.lang chriscooper johnsayles neo western father son relationship family history told in flashback drama mystery western 
801,Harriet the Spy (1996),michelletrachtenberg gregorysmith vanessachester louisefitzhugh white lie indiscretion shunning retaliation children comedy 
802,Phenomenon (1996),johntravolta kyrasedgwick forestwhitaker geralddipego telekinesis genius psionic power brain tumor drama romance 
803,Walking and Talking (1996),amybraverman mirandarhyne catherinekeener nicoleholofcener wedding day can garden party party comedy drama romance 
804,She's the One (1996),johnmahoney edwardburns michaelmcglone edwardburns infidelity love irish american written and directed by cast member comedy romance 
805,"Time to Kill, A (1996)",matthewmcconaughey sandrabullock samuell.jackson johngrisham man wears eyeglasses criminal investigation united states usa drama thriller 
806,American Buffalo (1996),dustinhoffman dennisfranz seannelson davidmamet coin loser betrayal robbery crime drama 
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",clarabellar antoinebasler mathiasmégard éricrohmer tourist rendezvous cafe swedish comedy romance 
808,Alaska (1996),thorabirch vincentkartheiser dirkbenedict andyburg survivalist rifle arcade game airplane crash adventure children 
809,Fled (1996),laurencefishburne stephenbaldwin willpatton prestona.whitmoreii police chase shot in the head shot through peephole female nudity action adventure 
810,Kazaam (1996),shaquilleo'neal franciscapra allywalker paulmichaelglaser bathing glass of water rapping wrecking ball children comedy fantasy 
812,Magic Hunter (Büvös vadász) (1994),garykemp sadiefrost aleksandrkaydanovskiy ildikóenyedi f rated sword and sorcery magical bullet drama 
813,Larger Than Life (1996),jerryadler billmurray richardalanbaker royblountjr. rescued by a elephant rescued by elephant rescued by an animal elephant master comedy 
814,"Boy Called Hate, A (1995)",scottcaan leenashold kevinmichaelrichardson mitchmarcus hate on the run assistant district attorney attorney drama 
815,Power 98 (1996),ericroberts lisathornhill jasongedrick jaimehellman radio independent film action mystery thriller 
816,Two Deaths (1995),sôniabraga patrickmalahide ioncaramitru stephendobyns bucharest romania female full frontal nudity power revolution drama 
818,"Very Brady Sequel, A (1996)",shelleylong garycole christopherdanielbarnes sherwoodschwartz artifact bikini dental braces culture clash comedy 
819,Stefano Quantestorie (1993),maurizionichetti elenasofiaricci amandasandrelli maurizionichetti saxophone party lake toy comedy drama 
820,"Death in the Garden (Mort en ce jardin, La) (1956)",nan nan nan drama 
821,"Crude Oasis, The (1995)",jennifertaylor aaronshields robertpeterson alexgraves wading garage gas station kansas drama romance 
822,Hedd Wyn (1992),huwgarmon catrinfychan cericunnington paulturner welsh poet hedd wyn fight drama romance war 
823,"Collector, The (La collectionneuse) (1967)",nan nan nan drama 
824,Kaspar Hauser (1993),andréeisermann udosamel jeremyclyde petersehr prison duke mute germany drama mystery 
825,Regular Guys (Echte Kerle) (1996),christophm.ohrt carinc.tietze timbergmann rolfsilber male frontal nudity two word title homoeroticism male objectification comedy romance 
826,Women Robbers (Diebinnen) (1995),christianehörbiger jennifernitsch lenastolze peterweck nan drama 
827,"Convent, The (O Convento) (1995)",catherinedeneuve johnmalkovich luísmiguelcintra manoeldeoliveira pact with the devil satanism sacred space mystical sign drama 
828,"Adventures of Pinocchio, The (1996)",martinlandau jonathantaylorthomas genevièvebujold sherrymills close up of eyes child turning into animal pinocchio character transformation adventure children 
829,Joe's Apartment (1996),jerryo'connell meganward billywest johnpayson senator rock band new york city apartment comedy fantasy musical 
830,"First Wives Club, The (1996)",goldiehawn bettemidler dianekeaton oliviagoldsmith friendship between women three friends friendship fashionable girls comedy 
831,Stonewall (1995),guillermodíaz frederickweller brendancorbalis rikkibeadleblair stonewall inn manhattan new york city stonewall riots garbage can thrown through a window watching television drama 
832,Ransom (1996),melgibson renerusso brawleynolte cyrilhume ankle holster ransom bounty millionaire crime thriller 
833,High School High (1996),jonlovitz tiacarrere louisefletcher davidzucker african american high school dedicated teacher spoof comedy 
834,Phat Beach (1996),jermaine'huggy'hopkins claudiakaleem candicemerideth clevelando'nealiii beach party beach bikini volleyball comedy 
835,Foxfire (1996),hedyburress angelinajolie jennylewis joycecaroloates teenage girl scantily clad female lesbian kiss kicked in the balls drama 
836,Chain Reaction (1996),keanureeves morganfreeman rachelweisz arneschmidt man wears eyeglasses on the run cold fusion die hard scenario action adventure thriller 
837,Matilda (1996),marawilson dannydevito rheaperlman roalddahl villainess library anger watching tv children comedy fantasy 
838,Emma (1996),gwynethpaltrow jamescosmo gretascacchi janeausten matchmaker female lead blonde title same as book comedy drama romance 
839,"Crow: City of Angels, The (1996)",vincentperez miakirshner richardbrooks jameso'barr back from the dead cringe comedy weird post punk action thriller 
840,House Arrest (1996),kylehoward herbertrussell jamieleecurtis michaelhitchcock wanting parents back together motherhood police officer basement children comedy 
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",nan nan nan horror 
842,Tales from the Crypt Presents: Bordello of Blood (1996),johnkassir dennismiller erikaeleniak williamm.gaines female frontal nudity vampire bisexual vampire black comedy comedy horror 
843,Lotto Land (1995),lawrencegilliardjr. wendellholmes barbaragonzalez johnrubino lottery new york city blues music blues drama 
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",wenlijiang xingliniu shaojuntian liyin stone wealth fortress treasure drama 
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",gaowasiqin tsung-huato jingwuma hing-dongwong frame up cohabitation death sentence china drama 
846,Flirt (1995),paulaustin robertjohnburke martindonovan halhartley homosexual deception john f. kennedy international airport new york city new york drama 
847,"Big Squeeze, The (1996)",laraflynnboyle dannynucci peterdobson marcusdeleon grifter female nudity comedy drama 
848,"Spitfire Grill, The (1996)",alisonelliott ellenburstyn marciagayharden leedavidzlotoff small town reference to homer's odyssey prison world war two drama 
849,Escape from L.A. (1996),kurtrussell stevebuscemi peterfonda johncarpenter earthquake dystopia machismo electromagnetic pulse action adventure sci-fi thriller 
850,Cyclo (Xich lo) (1995),levanloc tonychiu-waileung nuyên-khêtran anhhungtran saigon money bicycle taxi drugs crime drama 
851,Basquiat (1996),jeffreywright michaelwincott beniciodeltoro julianschnabel andy warhol character dreadlocks african american character name as title drama 
852,Tin Cup (1996),kevincostner renerusso donjohnson johnnorville golf nickname love kiss comedy drama romance 
853,Dingo (1991),colinfriels milesdavis helenbuday rolfdeheer jazz australia outback trumpet drama 
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",nan nan nan drama 
855,Every Other Weekend (Un week-end sur deux) (1990),nathaliebaye joachimserreau féliciepasotti nicolegarcia title co written by female actress astronomy rotary club drama 
856,Mille bolle blu (1993),carlabenedetti matteofadda giacomofadda leonepompucci eclipse inheritance solar eclipse surgery comedy 
857,Crows and Sparrows (Wuya yu maque) (1949),nan nan nan drama 
858,"Godfather, The (1972)",nan nan nan crime drama 
859,"Hippie Revolution, The (1996)",herbcaen thomasj.cahill ronniedavis herbcaen sequel documentary 
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",tilschweiger joachimkról katjariemann sönkewortmann gay homosexual male in shower male nudity comedy 
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),jackiechan michelleyeoh maggiecheung edwardtang nan action comedy crime thriller 
862,Manny & Lo (1996),marykayplace scarlettjohansson aleksapalladino lisakrueger triple f rated model home baby pregnancy drama 
864,"Wife, The (1995)",juliehagerty tomnoonan wallaceshawn tomnoonan dialogue driven female nudity based on play comedy drama 
865,Small Faces (1996),iainrobertson joemcfadden stevenduffy gilliesmackinnon teen movie gang brother violence drama 
866,Bound (1996),jennifertilly ginagershon joepantoliano lillywachowski lesbian mafia stolen money ex convict crime drama romance thriller 
867,Carpool (1996),tomarnold davidpaymer rheaperlman donrhymer robbery carpool chase slow motion scene comedy crime 
868,Death in Brunswick (1991),samneill zoecarides johnclarke boydoxlade australia black comedy comedy 
869,Kansas City (1996),jenniferjasonleigh mirandarichardson harrybelafonte robertaltman 1930s kansas city missouri female frontal nudity breasts crime drama musical thriller 
870,Gone Fishin' (1997),joepesci dannyglover rosannaarquette jillmazursky buddy comedy buddy film buddy movie slapstick comedy comedy 
871,Lover's Knot (1996),billycampbell jennifergrey timcurry petershaner flatulence comedy 
872,Vive L'Amour (Ai qing wan sui) (1994),chao-jungchen kang-shenglee kuei-meiyang ming-liangtsai apartment real estate agent wrist slitting sexual identity drama 
873,Shadow of Angels (Schatten der Engel) (1976),nan nan nan drama 
874,Killer: A Journal of Murder (1995),jameswoods robertseanleonard ellengreene timmetcalfe watching a movie hatred homeless person peeling a potato crime drama 
875,Nothing to Lose (1994),alexandrapaul youssefabed-alnour paulgleason alexandrapaul cult film bare chested male bare chested male bondage male objectification action crime drama 
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),michelleyeoh rongguangyu emilchau suilaikang hong kong die hard scenario police shootout cult film action comedy crime thriller 
877,Girls Town (1996),lilitaylor bruklinharris annagrace jimmckay high school suicide rape victim domestic violence comedy drama 
878,Bye-Bye (1995),samibouajila nozhakhouadra philippeambrosini karimdridi racism ghetto drugs gay drama 
879,"Relic, The (1997)",penelopeannmiller tomsizemore lindahunt douglaspreston relic museum human versus monster police sergeant horror thriller 
880,"Island of Dr. Moreau, The (1996)",marlonbrando valkilmer davidthewlis richardstanley mutant animal experimentation island chimera sci-fi thriller 
881,First Kid (1996),sinbad brockpierce blakeboyd timkelleher weeping kidnapping president secret service children comedy 
882,"Trigger Effect, The (1996)",kylemaclachlan elisabethshue dermotmulroney jamesburke nipples nipple slip nudity female nudity drama thriller 
